iteration,loss
0,0.9671391309253753
1,0.6791113887514387
2,0.6415127305757432
3,0.6349015913312397
4,0.6326352970940726
5,0.6022948976546999
6,0.5838757142188057
7,0.5927216461726598
8,0.577222356342134
9,0.5731600326205056
10,0.5759964704513549
11,0.5842720292863391
12,0.5616279954002017
